Rec	Cyc	Step	TestTime	StepTime	Amphr	Watthr	Amps	Volts	State	ACImpOhms
643	1	5	0d 10:40:0.00999999977648258	0d 10:39:0.00999999977648258	0.00533	0.02145	0.00050	3.92241	D	2.26676
644	1	5	0d 10:41:0.00999999977648258	0d 10:40:0.00999999977648258	0.00533	0.02148	0.00050	3.92195	D	2.26676
645	1	5	0d 10:42:0.00999999977648258	0d 10:41:0.00999999977648258	0.00534	0.02152	0.00050	3.92157	D	2.26676
646	1	5	0d 10:43:0.00999999977648258	0d 10:42:0.00999999977648258	0.00535	0.02155	0.00050	3.92111	D	2.26676
647	1	5	0d 10:44:0.00999999977648258	0d 10:43:0.00999999977648258	0.00536	0.02158	0.00050	3.92065	D	2.26676
648	1	5	0d 10:45:0.00999999977648258	0d 10:44:0.00999999977648258	0.00537	0.02161	0.00050	3.92035	D	2.26676
649	1	5	0d 10:46:0.00999999977648258	0d 10:45:0.00999999977648258	0.00538	0.02165	0.00050	3.91997	D	2.26676
650	1	5	0d 10:47:0.00999999977648258	0d 10:46:0.00999999977648258	0.00538	0.02168	0.00050	3.91958	D	2.26676
651	1	5	0d 10:48:0.00999999977648258	0d 10:47:0.00999999977648258	0.00539	0.02171	0.00050	3.91920	D	2.26676
652	1	5	0d 10:49:0.00999999977648258	0d 10:48:0.00999999977648258	0.00540	0.02174	0.00050	3.91875	D	2.26676
653	1	5	0d 10:50:0.00999999977648258	0d 10:49:0.00999999977648258	0.00541	0.02178	0.00050	3.91836	D	2.26676
654	1	5	0d 10:51:0.00999999977648258	0d 10:50:0.00999999977648258	0.00542	0.02181	0.00050	3.91798	D	2.26676
655	1	5	0d 10:52:0.00999999977648258	0d 10:51:0.00999999977648258	0.00543	0.02184	0.00050	3.91768	D	2.26676
656	1	5	0d 10:53:0.00999999977648258	0d 10:52:0.00999999977648258	0.00543	0.02188	0.00050	3.91730	D	2.26676
657	1	5	0d 10:54:0.00999999977648258	0d 10:53:0.00999999977648258	0.00544	0.02191	0.00050	3.91684	D	2.26676
658	1	5	0d 10:55:0.00999999977648258	0d 10:54:0.00999999977648258	0.00545	0.02194	0.00050	3.91638	D	2.26676
659	1	5	0d 10:56:0.00999999977648258	0d 10:55:0.00999999977648258	0.00546	0.02197	0.00050	3.91608	D	2.26676
660	1	5	0d 10:57:0.00999999977648258	0d 10:56:0.00999999977648258	0.00547	0.02201	0.00050	3.91569	D	2.26676
661	1	5	0d 10:58:0.00999999977648258	0d 10:57:0.00999999977648258	0.00548	0.02204	0.00050	3.91516	D	2.26676
662	1	5	0d 10:59:0.00999999977648258	0d 10:58:0.00999999977648258	0.00548	0.02207	0.00050	3.91478	D	2.26676
663	1	5	0d 11:00:0.00999999977648258	0d 10:59:0.00999999977648258	0.00549	0.02210	0.00050	3.91417	D	2.26676
664	1	5	0d 11:01:0.00999999977648258	0d 11:00:0.00999999977648258	0.00550	0.02214	0.00050	3.91371	D	2.26676
665	1	5	0d 11:02:0.00999999977648258	0d 11:01:0.00999999977648258	0.00551	0.02217	0.00050	3.91341	D	2.26676
666	1	5	0d 11:03:0.00999999977648258	0d 11:02:0.00999999977648258	0.00552	0.02220	0.00050	3.91295	D	2.26676
667	1	5	0d 11:04:0.00999999977648258	0d 11:03:0.00999999977648258	0.00553	0.02223	0.00050	3.91257	D	2.26676
668	1	5	0d 11:05:0.00999999977648258	0d 11:04:0.00999999977648258	0.00553	0.02227	0.00050	3.91226	D	2.26676
669	1	5	0d 11:06:0.00999999977648258	0d 11:05:0.00999999977648258	0.00554	0.02230	0.00050	3.91188	D	2.26676
670	1	5	0d 11:07:0.00999999977648258	0d 11:06:0.00999999977648258	0.00555	0.02233	0.00050	3.91135	D	2.26676
671	1	5	0d 11:08:0.00999999977648258	0d 11:07:0.00999999977648258	0.00556	0.02236	0.00050	3.91104	D	2.26676
672	1	5	0d 11:09:0.00999999977648258	0d 11:08:0.00999999977648258	0.00557	0.02240	0.00050	3.91058	D	2.26676
673	1	5	0d 11:10:0.00999999977648258	0d 11:09:0.00999999977648258	0.00558	0.02243	0.00050	3.91020	D	2.26676
674	1	5	0d 11:11:0.00999999977648258	0d 11:10:0.00999999977648258	0.00558	0.02246	0.00050	3.90967	D	2.26676
675	1	5	0d 11:12:0.00999999977648258	0d 11:11:0.00999999977648258	0.00559	0.02249	0.00050	3.90936	D	2.26676
676	1	5	0d 11:13:0.00999999977648258	0d 11:12:0.00999999977648258	0.00560	0.02253	0.00050	3.90898	D	2.26676
677	1	5	0d 11:14:0.00999999977648258	0d 11:13:0.00999999977648258	0.00561	0.02256	0.00050	3.90867	D	2.26676
678	1	5	0d 11:15:0.00999999977648258	0d 11:14:0.00999999977648258	0.00562	0.02259	0.00050	3.90829	D	2.26676
679	1	5	0d 11:16:0.00999999977648258	0d 11:15:0.00999999977648258	0.00563	0.02263	0.00050	3.90784	D	2.26676
680	1	5	0d 11:17:0.00999999977648258	0d 11:16:0.00999999977648258	0.00563	0.02266	0.00050	3.90745	D	2.26676
681	1	5	0d 11:18:0.00999999977648258	0d 11:17:0.00999999977648258	0.00564	0.02269	0.00050	3.90707	D	2.26676
682	1	5	0d 11:19:0.00999999977648258	0d 11:18:0.00999999977648258	0.00565	0.02272	0.00050	3.90646	D	2.26676
683	1	5	0d 11:20:0.00999999977648258	0d 11:19:0.00999999977648258	0.00566	0.02276	0.00050	3.90616	D	2.26676
684	1	5	0d 11:21:0.00999999977648258	0d 11:20:0.00999999977648258	0.00567	0.02279	0.00050	3.90585	D	2.26676
685	1	5	0d 11:22:0.00999999977648258	0d 11:21:0.00999999977648258	0.00568	0.02282	0.00050	3.90555	D	2.26676
686	1	5	0d 11:23:0.00999999977648258	0d 11:22:0.00999999977648258	0.00568	0.02285	0.00050	3.90524	D	2.26676
687	1	5	0d 11:24:0.00999999977648258	0d 11:23:0.00999999977648258	0.00569	0.02289	0.00050	3.90486	D	2.26676
688	1	5	0d 11:25:0.00999999977648258	0d 11:24:0.00999999977648258	0.00570	0.02292	0.00050	3.90448	D	2.26676
689	1	5	0d 11:26:0.00999999977648258	0d 11:25:0.00999999977648258	0.00571	0.02295	0.00050	3.90402	D	2.26676
690	1	5	0d 11:27:0.00999999977648258	0d 11:26:0.00999999977648258	0.00572	0.02298	0.00050	3.90364	D	2.26676
691	1	5	0d 11:28:0.00999999977648258	0d 11:27:0.00999999977648258	0.00573	0.02302	0.00050	3.90318	D	2.26676
692	1	5	0d 11:29:0.00999999977648258	0d 11:28:0.00999999977648258	0.00573	0.02305	0.00050	3.90288	D	2.26676
693	1	5	0d 11:30:0.00999999977648258	0d 11:29:0.00999999977648258	0.00574	0.02308	0.00050	3.90242	D	2.26676
694	1	5	0d 11:31:0.00999999977648258	0d 11:30:0.00999999977648258	0.00575	0.02311	0.00050	3.90219	D	2.26676
695	1	5	0d 11:32:0.00999999977648258	0d 11:31:0.00999999977648258	0.00576	0.02315	0.00050	3.90181	D	2.26676
696	1	5	0d 11:33:0.00999999977648258	0d 11:32:0.00999999977648258	0.00577	0.02318	0.00050	3.90150	D	2.26676
697	1	5	0d 11:34:0.00999999977648258	0d 11:33:0.00999999977648258	0.00578	0.02321	0.00050	3.90120	D	2.26676
698	1	5	0d 11:35:0.00999999977648258	0d 11:34:0.00999999977648258	0.00578	0.02324	0.00050	3.90089	D	2.26676
699	1	5	0d 11:36:0.00999999977648258	0d 11:35:0.00999999977648258	0.00579	0.02328	0.00050	3.90051	D	2.26676
700	1	5	0d 11:37:0.00999999977648258	0d 11:36:0.00999999977648258	0.00580	0.02331	0.00050	3.90005	D	2.26676
701	1	5	0d 11:38:0.00999999977648258	0d 11:37:0.00999999977648258	0.00581	0.02334	0.00050	3.89967	D	2.26676
702	1	5	0d 11:39:0.00999999977648258	0d 11:38:0.00999999977648258	0.00582	0.02337	0.00050	3.89921	D	2.26676
703	1	5	0d 11:40:0.00999999977648258	0d 11:39:0.00999999977648258	0.00583	0.02341	0.00050	3.89899	D	2.26676
704	1	5	0d 11:41:0.00999999977648258	0d 11:40:0.00999999977648258	0.00583	0.02344	0.00050	3.89860	D	2.26676
705	1	5	0d 11:42:0.00999999977648258	0d 11:41:0.00999999977648258	0.00584	0.02347	0.00050	3.89845	D	2.26676
706	1	5	0d 11:43:0.00999999977648258	0d 11:42:0.00999999977648258	0.00585	0.02350	0.00050	3.89807	D	2.26676
707	1	5	0d 11:44:0.00999999977648258	0d 11:43:0.00999999977648258	0.00586	0.02354	0.00050	3.89769	D	2.26676
708	1	5	0d 11:45:0.00999999977648258	0d 11:44:0.00999999977648258	0.00587	0.02357	0.00050	3.89746	D	2.26676
709	1	5	0d 11:46:0.00999999977648258	0d 11:45:0.00999999977648258	0.00588	0.02360	0.00050	3.89715	D	2.26676
710	1	5	0d 11:47:0.00999999977648258	0d 11:46:0.00999999977648258	0.00588	0.02363	0.00050	3.89670	D	2.26676
711	1	5	0d 11:48:0.00999999977648258	0d 11:47:0.00999999977648258	0.00589	0.02367	0.00050	3.89631	D	2.26676
712	1	5	0d 11:49:0.00999999977648258	0d 11:48:0.00999999977648258	0.00590	0.02370	0.00050	3.89593	D	2.26676
713	1	5	0d 11:50:0.00999999977648258	0d 11:49:0.00999999977648258	0.00591	0.02373	0.00050	3.89563	D	2.26676
714	1	5	0d 11:51:0.00999999977648258	0d 11:50:0.00999999977648258	0.00592	0.02376	0.00050	3.89517	D	2.26676
715	1	5	0d 11:52:0.00999999977648258	0d 11:51:0.00999999977648258	0.00593	0.02380	0.00050	3.89487	D	2.26676
716	1	5	0d 11:53:0.00999999977648258	0d 11:52:0.00999999977648258	0.00593	0.02383	0.00050	3.89464	D	2.26676
717	1	5	0d 11:54:0.00999999977648258	0d 11:53:0.00999999977648258	0.00594	0.02386	0.00050	3.89433	D	2.26676
718	1	5	0d 11:55:0.00999999977648258	0d 11:54:0.00999999977648258	0.00595	0.02389	0.00050	3.89403	D	2.26676
719	1	5	0d 11:56:0.00999999977648258	0d 11:55:0.00999999977648258	0.00596	0.02393	0.00050	3.89380	D	2.26676
720	1	5	0d 11:57:0.00999999977648258	0d 11:56:0.00999999977648258	0.00597	0.02396	0.00050	3.89349	D	2.26676
721	1	5	0d 11:58:0.00999999977648258	0d 11:57:0.00999999977648258	0.00598	0.02399	0.00050	3.89319	D	2.26676
722	1	5	0d 11:59:0.00999999977648258	0d 11:58:0.00999999977648258	0.00598	0.02402	0.00050	3.89303	D	2.26676
723	1	5	0d 12:00:0.00999999977648258	0d 11:59:0.00999999977648258	0.00599	0.02406	0.00050	3.89258	D	2.26676
724	1	5	0d 12:01:0.00999999977648258	0d 12:00:0.00999999977648258	0.00600	0.02409	0.00050	3.89227	D	2.26676
725	1	5	0d 12:02:0.00999999977648258	0d 12:01:0.00999999977648258	0.00601	0.02412	0.00050	3.89197	D	2.26676
726	1	5	0d 12:03:0.00999999977648258	0d 12:02:0.00999999977648258	0.00602	0.02415	0.00050	3.89151	D	2.26676
727	1	5	0d 12:04:0.00999999977648258	0d 12:03:0.00999999977648258	0.00603	0.02418	0.00050	3.89113	D	2.26676
728	1	5	0d 12:05:0.00999999977648258	0d 12:04:0.00999999977648258	0.00603	0.02422	0.00050	3.89082	D	2.26676
729	1	5	0d 12:06:0.00999999977648258	0d 12:05:0.00999999977648258	0.00604	0.02425	0.00050	3.89067	D	2.26676
730	1	5	0d 12:07:0.00999999977648258	0d 12:06:0.00999999977648258	0.00605	0.02428	0.00050	3.89029	D	2.26676
731	1	5	0d 12:08:0.00999999977648258	0d 12:07:0.00999999977648258	0.00606	0.02431	0.00050	3.89014	D	2.26676
732	1	5	0d 12:09:0.00999999977648258	0d 12:08:0.00999999977648258	0.00607	0.02435	0.00050	3.88991	D	2.26676
733	1	5	0d 12:10:0.00999999977648258	0d 12:09:0.00999999977648258	0.00608	0.02438	0.00050	3.88968	D	2.26676
734	1	5	0d 12:11:0.00999999977648258	0d 12:10:0.00999999977648258	0.00608	0.02441	0.00050	3.88937	D	2.26676
735	1	5	0d 12:12:0.00999999977648258	0d 12:11:0.00999999977648258	0.00609	0.02444	0.00050	3.88899	D	2.26676
736	1	5	0d 12:13:0.00999999977648258	0d 12:12:0.00999999977648258	0.00610	0.02448	0.00050	3.88876	D	2.26676
737	1	5	0d 12:14:0.00999999977648258	0d 12:13:0.00999999977648258	0.00611	0.02451	0.00050	3.88838	D	2.26676
738	1	5	0d 12:15:0.00999999977648258	0d 12:14:0.00999999977648258	0.00612	0.02454	0.00050	3.88800	D	2.26676
739	1	5	0d 12:16:0.00999999977648258	0d 12:15:0.00999999977648258	0.00613	0.02457	0.00050	3.88769	D	2.26676
740	1	5	0d 12:17:0.00999999977648258	0d 12:16:0.00999999977648258	0.00613	0.02461	0.00050	3.88731	D	2.26676
741	1	5	0d 12:18:0.00999999977648258	0d 12:17:0.00999999977648258	0.00614	0.02464	0.00050	3.88708	D	2.26676
742	1	5	0d 12:19:0.00999999977648258	0d 12:18:0.00999999977648258	0.00615	0.02467	0.00050	3.88685	D	2.26676
743	1	5	0d 12:20:0.00999999977648258	0d 12:19:0.00999999977648258	0.00616	0.02470	0.00050	3.88663	D	2.26676
744	1	5	0d 12:21:0.00999999977648258	0d 12:20:0.00999999977648258	0.00617	0.02474	0.00050	3.88640	D	2.26676
745	1	5	0d 12:22:0.00999999977648258	0d 12:21:0.00999999977648258	0.00618	0.02477	0.00050	3.88602	D	2.26676
746	1	5	0d 12:23:0.00999999977648258	0d 12:22:0.00999999977648258	0.00618	0.02480	0.00050	3.88586	D	2.26676
747	1	5	0d 12:24:0.00999999977648258	0d 12:23:0.00999999977648258	0.00619	0.02483	0.00050	3.88571	D	2.26676
748	1	5	0d 12:25:0.00999999977648258	0d 12:24:0.00999999977648258	0.00620	0.02487	0.00050	3.88533	D	2.26676
749	1	5	0d 12:26:0.00999999977648258	0d 12:25:0.00999999977648258	0.00621	0.02490	0.00050	3.88510	D	2.26676
750	1	5	0d 12:27:0.00999999977648258	0d 12:26:0.00999999977648258	0.00622	0.02493	0.00050	3.88487	D	2.26676
751	1	5	0d 12:28:0.00999999977648258	0d 12:27:0.00999999977648258	0.00623	0.02496	0.00050	3.88464	D	2.26676
752	1	5	0d 12:29:0.00999999977648258	0d 12:28:0.00999999977648258	0.00623	0.02499	0.00050	3.88441	D	2.26676
753	1	5	0d 12:30:0.00999999977648258	0d 12:29:0.00999999977648258	0.00624	0.02503	0.00050	3.88411	D	2.26676
754	1	5	0d 12:31:0.00999999977648258	0d 12:30:0.00999999977648258	0.00625	0.02506	0.00050	3.88373	D	2.26676
755	1	5	0d 12:32:0.00999999977648258	0d 12:31:0.00999999977648258	0.00626	0.02509	0.00050	3.88365	D	2.26676
756	1	5	0d 12:33:0.00999999977648258	0d 12:32:0.00999999977648258	0.00627	0.02512	0.00050	3.88334	D	2.26676
757	1	5	0d 12:34:0.00999999977648258	0d 12:33:0.00999999977648258	0.00628	0.02516	0.00050	3.88312	D	2.26676
758	1	5	0d 12:35:0.00999999977648258	0d 12:34:0.00999999977648258	0.00628	0.02519	0.00050	3.88281	D	2.26676
759	1	5	0d 12:36:0.00999999977648258	0d 12:35:0.00999999977648258	0.00629	0.02522	0.00050	3.88251	D	2.26676
760	1	5	0d 12:37:0.00999999977648258	0d 12:36:0.00999999977648258	0.00630	0.02525	0.00050	3.88243	D	2.26676
761	1	5	0d 12:38:0.00999999977648258	0d 12:37:0.00999999977648258	0.00631	0.02529	0.00050	3.88205	D	2.26676
762	1	5	0d 12:39:0.00999999977648258	0d 12:38:0.00999999977648258	0.00632	0.02532	0.00050	3.88190	D	2.26676
763	1	5	0d 12:40:0.00999999977648258	0d 12:39:0.00999999977648258	0.00633	0.02535	0.00050	3.88144	D	2.26676
764	1	5	0d 12:41:0.00999999977648258	0d 12:40:0.00999999977648258	0.00633	0.02538	0.00050	3.88128	D	2.26676
765	1	5	0d 12:42:0.00999999977648258	0d 12:41:0.00999999977648258	0.00634	0.02542	0.00050	3.88098	D	2.26676
766	1	5	0d 12:43:0.00999999977648258	0d 12:42:0.00999999977648258	0.00635	0.02545	0.00050	3.88075	D	2.26676
767	1	5	0d 12:44:0.00999999977648258	0d 12:43:0.00999999977648258	0.00636	0.02548	0.00050	3.88060	D	2.26676
768	1	5	0d 12:45:0.00999999977648258	0d 12:44:0.00999999977648258	0.00637	0.02551	0.00050	3.88029	D	2.26676
769	1	5	0d 12:46:0.00999999977648258	0d 12:45:0.00999999977648258	0.00638	0.02554	0.00050	3.88006	D	2.26676
770	1	5	0d 12:47:0.00999999977648258	0d 12:46:0.00999999977648258	0.00638	0.02558	0.00050	3.87984	D	2.26676
771	1	5	0d 12:48:0.00999999977648258	0d 12:47:0.00999999977648258	0.00639	0.02561	0.00050	3.87968	D	2.26676
772	1	5	0d 12:49:0.00999999977648258	0d 12:48:0.00999999977648258	0.00640	0.02564	0.00050	3.87938	D	2.26676
773	1	5	0d 12:50:0.00999999977648258	0d 12:49:0.00999999977648258	0.00641	0.02567	0.00050	3.87900	D	2.26676
774	1	5	0d 12:51:0.00999999977648258	0d 12:50:0.00999999977648258	0.00642	0.02571	0.00050	3.87884	D	2.26676
775	1	5	0d 12:52:0.00999999977648258	0d 12:51:0.00999999977648258	0.00643	0.02574	0.00050	3.87861	D	2.26676
776	1	5	0d 12:53:0.00999999977648258	0d 12:52:0.00999999977648258	0.00643	0.02577	0.00050	3.87839	D	2.26676
777	1	5	0d 12:54:0.00999999977648258	0d 12:53:0.00999999977648258	0.00644	0.02580	0.00050	3.87816	D	2.26676
778	1	5	0d 12:55:0.00999999977648258	0d 12:54:0.00999999977648258	0.00645	0.02584	0.00050	3.87793	D	2.26676
779	1	5	0d 12:56:0.00999999977648258	0d 12:55:0.00999999977648258	0.00646	0.02587	0.00050	3.87770	D	2.26676
780	1	5	0d 12:57:0.00999999977648258	0d 12:56:0.00999999977648258	0.00647	0.02590	0.00050	3.87747	D	2.26676
781	1	5	0d 12:58:0.00999999977648258	0d 12:57:0.00999999977648258	0.00648	0.02593	0.00050	3.87716	D	2.26676
782	1	5	0d 12:59:0.00999999977648258	0d 12:58:0.00999999977648258	0.00648	0.02596	0.00050	3.87686	D	2.26676
783	1	5	0d 13:00:0.00999999977648258	0d 12:59:0.00999999977648258	0.00649	0.02600	0.00050	3.87671	D	2.26676
784	1	5	0d 13:01:0.00999999977648258	0d 13:00:0.00999999977648258	0.00650	0.02603	0.00050	3.87640	D	2.26676
785	1	5	0d 13:02:0.00999999977648258	0d 13:01:0.00999999977648258	0.00651	0.02606	0.00050	3.87617	D	2.26676
786	1	5	0d 13:03:0.00999999977648258	0d 13:02:0.00999999977648258	0.00652	0.02609	0.00050	3.87602	D	2.26676
787	1	5	0d 13:04:0.00999999977648258	0d 13:03:0.00999999977648258	0.00653	0.02613	0.00050	3.87579	D	2.26676
788	1	5	0d 13:05:0.00999999977648258	0d 13:04:0.00999999977648258	0.00653	0.02616	0.00050	3.87564	D	2.26676
789	1	5	0d 13:06:0.00999999977648258	0d 13:05:0.00999999977648258	0.00654	0.02619	0.00050	3.87533	D	2.26676
790	1	5	0d 13:07:0.00999999977648258	0d 13:06:0.00999999977648258	0.00655	0.02622	0.00050	3.87510	D	2.26676
791	1	5	0d 13:08:0.00999999977648258	0d 13:07:0.00999999977648258	0.00656	0.02626	0.00050	3.87488	D	2.26676
792	1	5	0d 13:09:0.00999999977648258	0d 13:08:0.00999999977648258	0.00657	0.02629	0.00050	3.87465	D	2.26676
793	1	5	0d 13:10:0.00999999977648258	0d 13:09:0.00999999977648258	0.00658	0.02632	0.00050	3.87442	D	2.26676
794	1	5	0d 13:11:0.00999999977648258	0d 13:10:0.00999999977648258	0.00658	0.02635	0.00050	3.87404	D	2.26676
795	1	5	0d 13:12:0.00999999977648258	0d 13:11:0.00999999977648258	0.00659	0.02638	0.00050	3.87388	D	2.26676
796	1	5	0d 13:13:0.00999999977648258	0d 13:12:0.00999999977648258	0.00660	0.02642	0.00050	3.87366	D	2.26676
797	1	5	0d 13:14:0.00999999977648258	0d 13:13:0.00999999977648258	0.00661	0.02645	0.00050	3.87350	D	2.26676
798	1	5	0d 13:15:0.00999999977648258	0d 13:14:0.00999999977648258	0.00662	0.02648	0.00050	3.87327	D	2.26676
799	1	5	0d 13:16:0.00999999977648258	0d 13:15:0.00999999977648258	0.00663	0.02651	0.00050	3.87304	D	2.26676
800	1	5	0d 13:17:0.00999999977648258	0d 13:16:0.00999999977648258	0.00663	0.02655	0.00050	3.87282	D	2.26676
801	1	5	0d 13:18:0.00999999977648258	0d 13:17:0.00999999977648258	0.00664	0.02658	0.00050	3.87259	D	2.26676
802	1	5	0d 13:19:0.00999999977648258	0d 13:18:0.00999999977648258	0.00665	0.02661	0.00050	3.87236	D	2.26676
803	1	5	0d 13:20:0.00999999977648258	0d 13:19:0.00999999977648258	0.00666	0.02664	0.00050	3.87205	D	2.26676
804	1	5	0d 13:21:0.00999999977648258	0d 13:20:0.00999999977648258	0.00667	0.02668	0.00050	3.87190	D	2.26676
805	1	5	0d 13:22:0.00999999977648258	0d 13:21:0.00999999977648258	0.00668	0.02671	0.00050	3.87167	D	2.26676
806	1	5	0d 13:23:0.00999999977648258	0d 13:22:0.00999999977648258	0.00668	0.02674	0.00050	3.87160	D	2.26676
807	1	5	0d 13:24:0.00999999977648258	0d 13:23:0.00999999977648258	0.00669	0.02677	0.00050	3.87114	D	2.26676
808	1	5	0d 13:25:0.00999999977648258	0d 13:24:0.00999999977648258	0.00670	0.02680	0.00050	3.87106	D	2.26676
809	1	5	0d 13:26:0.00999999977648258	0d 13:25:0.00999999977648258	0.00671	0.02684	0.00050	3.87083	D	2.26676
810	1	5	0d 13:27:0.00999999977648258	0d 13:26:0.00999999977648258	0.00672	0.02687	0.00050	3.87060	D	2.26676
811	1	5	0d 13:28:0.00999999977648258	0d 13:27:0.00999999977648258	0.00673	0.02690	0.00050	3.87030	D	2.26676
812	1	5	0d 13:29:0.00999999977648258	0d 13:28:0.00999999977648258	0.00673	0.02693	0.00050	3.87015	D	2.26676
813	1	5	0d 13:30:0.00999999977648258	0d 13:29:0.00999999977648258	0.00674	0.02697	0.00050	3.86992	D	2.26676
814	1	5	0d 13:31:0.00999999977648258	0d 13:30:0.00999999977648258	0.00675	0.02700	0.00050	3.86961	D	2.26676
815	1	5	0d 13:32:0.00999999977648258	0d 13:31:0.00999999977648258	0.00676	0.02703	0.00050	3.86954	D	2.26676
816	1	5	0d 13:33:0.00999999977648258	0d 13:32:0.00999999977648258	0.00677	0.02706	0.00050	3.86923	D	2.26676
817	1	5	0d 13:34:0.00999999977648258	0d 13:33:0.00999999977648258	0.00678	0.02709	0.00050	3.86908	D	2.26676
818	1	5	0d 13:35:0.00999999977648258	0d 13:34:0.00999999977648258	0.00678	0.02713	0.00050	3.86885	D	2.26676
819	1	5	0d 13:36:0.00999999977648258	0d 13:35:0.00999999977648258	0.00679	0.02716	0.00050	3.86862	D	2.26676
820	1	5	0d 13:37:0.00999999977648258	0d 13:36:0.00999999977648258	0.00680	0.02719	0.00050	3.86831	D	2.26676
821	1	5	0d 13:38:0.00999999977648258	0d 13:37:0.00999999977648258	0.00681	0.02722	0.00050	3.86816	D	2.26676
822	1	5	0d 13:39:0.00999999977648258	0d 13:38:0.00999999977648258	0.00682	0.02726	0.00050	3.86786	D	2.26676
823	1	5	0d 13:40:0.00999999977648258	0d 13:39:0.00999999977648258	0.00683	0.02729	0.00050	3.86770	D	2.26676
824	1	5	0d 13:41:0.00999999977648258	0d 13:40:0.00999999977648258	0.00683	0.02732	0.00050	3.86748	D	2.26676
825	1	5	0d 13:42:0.00999999977648258	0d 13:41:0.00999999977648258	0.00684	0.02735	0.00050	3.86725	D	2.26676
826	1	5	0d 13:43:0.00999999977648258	0d 13:42:0.00999999977648258	0.00685	0.02738	0.00050	3.86687	D	2.26676
827	1	5	0d 13:44:0.00999999977648258	0d 13:43:0.00999999977648258	0.00686	0.02742	0.00050	3.86671	D	2.26676
828	1	5	0d 13:45:0.00999999977648258	0d 13:44:0.00999999977648258	0.00687	0.02745	0.00050	3.86633	D	2.26676
829	1	5	0d 13:46:0.00999999977648258	0d 13:45:0.00999999977648258	0.00688	0.02748	0.00050	3.86610	D	2.26676
830	1	5	0d 13:47:0.00999999977648258	0d 13:46:0.00999999977648258	0.00688	0.02751	0.00050	3.86595	D	2.26676
831	1	5	0d 13:48:0.00999999977648258	0d 13:47:0.00999999977648258	0.00689	0.02755	0.00050	3.86595	D	2.26676
832	1	5	0d 13:49:0.00999999977648258	0d 13:48:0.00999999977648258	0.00690	0.02758	0.00050	3.86564	D	2.26676
833	1	5	0d 13:50:0.00999999977648258	0d 13:49:0.00999999977648258	0.00691	0.02761	0.00050	3.86557	D	2.26676
834	1	5	0d 13:51:0.00999999977648258	0d 13:50:0.00999999977648258	0.00692	0.02764	0.00050	3.86519	D	2.26676
835	1	5	0d 13:52:0.00999999977648258	0d 13:51:0.00999999977648258	0.00693	0.02767	0.00050	3.86496	D	2.26676
836	1	5	0d 13:53:0.00999999977648258	0d 13:52:0.00999999977648258	0.00693	0.02771	0.00050	3.86473	D	2.26676
837	1	5	0d 13:54:0.00999999977648258	0d 13:53:0.00999999977648258	0.00694	0.02774	0.00050	3.86442	D	2.26676
838	1	5	0d 13:55:0.00999999977648258	0d 13:54:0.00999999977648258	0.00695	0.02777	0.00050	3.86419	D	2.26676
839	1	5	0d 13:56:0.00999999977648258	0d 13:55:0.00999999977648258	0.00696	0.02780	0.00050	3.86404	D	2.26676
840	1	5	0d 13:57:0.00999999977648258	0d 13:56:0.00999999977648258	0.00697	0.02784	0.00050	3.86381	D	2.26676
841	1	5	0d 13:58:0.00999999977648258	0d 13:57:0.00999999977648258	0.00698	0.02787	0.00050	3.86358	D	2.26676
