Rec	Cyc	Step	TestTime	StepTime	Amphr	Watthr	Amps	Volts	State	ACImpOhms
3603	2	5	2d 11:53:10.0600004196167	0d 19:44:0.00999999977648258	0.00987	0.03910	0.00050	3.81415	D	2.20293
3604	2	5	2d 11:54:10.0600004196167	0d 19:45:0.00999999977648258	0.00988	0.03913	0.00050	3.81399	D	2.20293
3605	2	5	2d 11:55:10.0600004196167	0d 19:46:0.00999999977648258	0.00988	0.03916	0.00050	3.81384	D	2.20293
3606	2	5	2d 11:56:10.0600004196167	0d 19:47:0.00999999977648258	0.00989	0.03919	0.00050	3.81353	D	2.20293
3607	2	5	2d 11:57:10.0600004196167	0d 19:48:0.00999999977648258	0.00990	0.03922	0.00050	3.81346	D	2.20293
3608	2	5	2d 11:58:10.0600004196167	0d 19:49:0.00999999977648258	0.00991	0.03926	0.00050	3.81353	D	2.20293
3609	2	5	2d 11:59:10.0600004196167	0d 19:50:0.00999999977648258	0.00992	0.03929	0.00050	3.81323	D	2.20293
3610	2	5	2d 12:00:10.0600004196167	0d 19:51:0.00999999977648258	0.00993	0.03932	0.00050	3.81315	D	2.20293
3611	2	5	2d 12:01:10.0600004196167	0d 19:52:0.00999999977648258	0.00993	0.03935	0.00050	3.81292	D	2.20293
3612	2	5	2d 12:02:10.0600004196167	0d 19:53:0.00999999977648258	0.00994	0.03938	0.00050	3.81292	D	2.20293
3613	2	5	2d 12:03:10.0600004196167	0d 19:54:0.00999999977648258	0.00995	0.03941	0.00050	3.81270	D	2.20293
3614	2	5	2d 12:04:10.0600004196167	0d 19:55:0.00999999977648258	0.00996	0.03945	0.00050	3.81254	D	2.20293
3615	2	5	2d 12:05:10.0600004196167	0d 19:56:0.00999999977648258	0.00997	0.03948	0.00050	3.81247	D	2.20293
3616	2	5	2d 12:06:10.0600004196167	0d 19:57:0.00999999977648258	0.00998	0.03951	0.00050	3.81239	D	2.20293
3617	2	5	2d 12:07:10.0600004196167	0d 19:58:0.00999999977648258	0.00998	0.03954	0.00050	3.81224	D	2.20293
3618	2	5	2d 12:08:10.0600004196167	0d 19:59:0.00999999977648258	0.00999	0.03957	0.00050	3.81209	D	2.20293
3619	2	5	2d 12:09:10.0600004196167	0d 20:00:0.00999999977648258	0.01000	0.03961	0.00050	3.81201	D	2.20293
3620	2	5	2d 12:10:10.0600004196167	0d 20:01:0.00999999977648258	0.01001	0.03964	0.00050	3.81193	D	2.20293
3621	2	5	2d 12:11:10.0600004196167	0d 20:02:0.00999999977648258	0.01002	0.03967	0.00050	3.81186	D	2.20293
3622	2	5	2d 12:12:10.0600004196167	0d 20:03:0.00999999977648258	0.01003	0.03970	0.00050	3.81170	D	2.20293
3623	2	5	2d 12:13:10.0600004196167	0d 20:04:0.00999999977648258	0.01003	0.03973	0.00050	3.81155	D	2.20293
3624	2	5	2d 12:14:10.0600004196167	0d 20:05:0.00999999977648258	0.01004	0.03976	0.00050	3.81132	D	2.20293
3625	2	5	2d 12:15:10.0600004196167	0d 20:06:0.00999999977648258	0.01005	0.03980	0.00050	3.81117	D	2.20293
3626	2	5	2d 12:16:10.0600004196167	0d 20:07:0.00999999977648258	0.01006	0.03983	0.00050	3.81117	D	2.20293
3627	2	5	2d 12:17:10.0600004196167	0d 20:08:0.00999999977648258	0.01007	0.03986	0.00050	3.81094	D	2.20293
3628	2	5	2d 12:18:10.0600004196167	0d 20:09:0.00999999977648258	0.01008	0.03989	0.00050	3.81079	D	2.20293
3629	2	5	2d 12:19:10.0600004196167	0d 20:10:0.00999999977648258	0.01008	0.03992	0.00050	3.81064	D	2.20293
3630	2	5	2d 12:20:10.0600004196167	0d 20:11:0.00999999977648258	0.01009	0.03995	0.00050	3.81048	D	2.20293
3631	2	5	2d 12:21:10.0600004196167	0d 20:12:0.00999999977648258	0.01010	0.03999	0.00050	3.81048	D	2.20293
3632	2	5	2d 12:22:10.0600004196167	0d 20:13:0.00999999977648258	0.01011	0.04002	0.00050	3.81033	D	2.20293
3633	2	5	2d 12:23:10.0600004196167	0d 20:14:0.00999999977648258	0.01012	0.04005	0.00050	3.81018	D	2.20293
3634	2	5	2d 12:24:10.0600004196167	0d 20:15:0.00999999977648258	0.01013	0.04008	0.00050	3.81010	D	2.20293
3635	2	5	2d 12:25:10.0600004196167	0d 20:16:0.00999999977648258	0.01013	0.04011	0.00050	3.80995	D	2.20293
3636	2	5	2d 12:26:10.0600004196167	0d 20:17:0.00999999977648258	0.01014	0.04015	0.00050	3.80980	D	2.20293
3637	2	5	2d 12:27:10.0600004196167	0d 20:18:0.00999999977648258	0.01015	0.04018	0.00050	3.80964	D	2.20293
3638	2	5	2d 12:28:10.0600004196167	0d 20:19:0.00999999977648258	0.01016	0.04021	0.00050	3.80949	D	2.20293
3639	2	5	2d 12:29:10.0600004196167	0d 20:20:0.00999999977648258	0.01017	0.04024	0.00050	3.80949	D	2.20293
3640	2	5	2d 12:30:10.0600004196167	0d 20:21:0.00999999977648258	0.01018	0.04027	0.00050	3.80941	D	2.20293
3641	2	5	2d 12:31:10.0600004196167	0d 20:22:0.00999999977648258	0.01018	0.04030	0.00050	3.80926	D	2.20293
3642	2	5	2d 12:32:10.0600004196167	0d 20:23:0.00999999977648258	0.01019	0.04034	0.00050	3.80896	D	2.20293
3643	2	5	2d 12:33:10.0600004196167	0d 20:24:0.00999999977648258	0.01020	0.04037	0.00050	3.80888	D	2.20293
3644	2	5	2d 12:34:10.0600004196167	0d 20:25:0.00999999977648258	0.01021	0.04040	0.00050	3.80873	D	2.20293
3645	2	5	2d 12:35:10.0600004196167	0d 20:26:0.00999999977648258	0.01022	0.04043	0.00050	3.80865	D	2.20293
3646	2	5	2d 12:36:10.0600004196167	0d 20:27:0.00999999977648258	0.01023	0.04046	0.00050	3.80850	D	2.20293
3647	2	5	2d 12:37:10.0600004196167	0d 20:28:0.00999999977648258	0.01023	0.04049	0.00050	3.80835	D	2.20293
3648	2	5	2d 12:38:10.0600004196167	0d 20:29:0.00999999977648258	0.01024	0.04053	0.00050	3.80819	D	2.20293
3649	2	5	2d 12:39:10.0600004196167	0d 20:30:0.00999999977648258	0.01025	0.04056	0.00050	3.80819	D	2.20293
3650	2	5	2d 12:40:10.0600004196167	0d 20:31:0.00999999977648258	0.01026	0.04059	0.00050	3.80797	D	2.20293
3651	2	5	2d 12:41:10.0600004196167	0d 20:32:0.00999999977648258	0.01027	0.04062	0.00050	3.80781	D	2.20293
3652	2	5	2d 12:42:10.0600004196167	0d 20:33:0.00999999977648258	0.01028	0.04065	0.00050	3.80781	D	2.20293
3653	2	5	2d 12:43:10.0600004196167	0d 20:34:0.00999999977648258	0.01028	0.04068	0.00050	3.80774	D	2.20293
3654	2	5	2d 12:44:10.0600004196167	0d 20:35:0.00999999977648258	0.01029	0.04072	0.00050	3.80766	D	2.20293
3655	2	5	2d 12:45:10.0600004196167	0d 20:36:0.00999999977648258	0.01030	0.04075	0.00050	3.80751	D	2.20293
3656	2	5	2d 12:46:10.0600004196167	0d 20:37:0.00999999977648258	0.01031	0.04078	0.00050	3.80735	D	2.20293
3657	2	5	2d 12:47:10.0600004196167	0d 20:38:0.00999999977648258	0.01032	0.04081	0.00050	3.80713	D	2.20293
3658	2	5	2d 12:48:10.0600004196167	0d 20:39:0.00999999977648258	0.01033	0.04084	0.00050	3.80705	D	2.20293
3659	2	5	2d 12:49:10.0600004196167	0d 20:40:0.00999999977648258	0.01033	0.04088	0.00050	3.80697	D	2.20293
3660	2	5	2d 12:50:10.0600004196167	0d 20:41:0.00999999977648258	0.01034	0.04091	0.00050	3.80682	D	2.20293
3661	2	5	2d 12:51:10.0600004196167	0d 20:42:0.00999999977648258	0.01035	0.04094	0.00050	3.80659	D	2.20293
3662	2	5	2d 12:52:10.0600004196167	0d 20:43:0.00999999977648258	0.01036	0.04097	0.00050	3.80659	D	2.20293
3663	2	5	2d 12:53:10.0600004196167	0d 20:44:0.00999999977648258	0.01037	0.04100	0.00050	3.80636	D	2.20293
3664	2	5	2d 12:54:10.0600004196167	0d 20:45:0.00999999977648258	0.01038	0.04103	0.00050	3.80629	D	2.20293
3665	2	5	2d 12:55:10.0600004196167	0d 20:46:0.00999999977648258	0.01038	0.04107	0.00050	3.80621	D	2.20293
3666	2	5	2d 12:56:10.0600004196167	0d 20:47:0.00999999977648258	0.01039	0.04110	0.00050	3.80598	D	2.20293
3667	2	5	2d 12:57:10.0600004196167	0d 20:48:0.00999999977648258	0.01040	0.04113	0.00050	3.80598	D	2.20293
3668	2	5	2d 12:58:10.0600004196167	0d 20:49:0.00999999977648258	0.01041	0.04116	0.00050	3.80583	D	2.20293
3669	2	5	2d 12:59:10.0600004196167	0d 20:50:0.00999999977648258	0.01042	0.04119	0.00050	3.80552	D	2.20293
3670	2	5	2d 13:00:10.0600004196167	0d 20:51:0.00999999977648258	0.01043	0.04122	0.00050	3.80537	D	2.20293
3671	2	5	2d 13:01:10.0600004196167	0d 20:52:0.00999999977648258	0.01043	0.04126	0.00050	3.80522	D	2.20293
3672	2	5	2d 13:02:10.0600004196167	0d 20:53:0.00999999977648258	0.01044	0.04129	0.00050	3.80514	D	2.20293
3673	2	5	2d 13:03:10.0600004196167	0d 20:54:0.00999999977648258	0.01045	0.04132	0.00050	3.80507	D	2.20293
3674	2	5	2d 13:04:10.0600004196167	0d 20:55:0.00999999977648258	0.01046	0.04135	0.00050	3.80484	D	2.20293
3675	2	5	2d 13:05:10.0600004196167	0d 20:56:0.00999999977648258	0.01047	0.04138	0.00050	3.80476	D	2.20293
3676	2	5	2d 13:06:10.0600004196167	0d 20:57:0.00999999977648258	0.01048	0.04141	0.00050	3.80461	D	2.20293
3677	2	5	2d 13:07:10.0600004196167	0d 20:58:0.00999999977648258	0.01048	0.04145	0.00050	3.80453	D	2.20293
3678	2	5	2d 13:08:10.0600004196167	0d 20:59:0.00999999977648258	0.01049	0.04148	0.00050	3.80438	D	2.20293
3679	2	5	2d 13:09:10.0600004196167	0d 21:00:0.00999999977648258	0.01050	0.04151	0.00050	3.80415	D	2.20293
3680	2	5	2d 13:10:10.0600004196167	0d 21:01:0.00999999977648258	0.01051	0.04154	0.00050	3.80392	D	2.20293
3681	2	5	2d 13:11:10.0600004196167	0d 21:02:0.00999999977648258	0.01052	0.04157	0.00050	3.80385	D	2.20293
3682	2	5	2d 13:12:10.0600004196167	0d 21:03:0.00999999977648258	0.01053	0.04160	0.00050	3.80369	D	2.20293
3683	2	5	2d 13:13:10.0600004196167	0d 21:04:0.00999999977648258	0.01053	0.04164	0.00050	3.80369	D	2.20293
3684	2	5	2d 13:14:10.0600004196167	0d 21:05:0.00999999977648258	0.01054	0.04167	0.00050	3.80369	D	2.20293
3685	2	5	2d 13:15:10.0600004196167	0d 21:06:0.00999999977648258	0.01055	0.04170	0.00050	3.80339	D	2.20293
3686	2	5	2d 13:16:10.0600004196167	0d 21:07:0.00999999977648258	0.01056	0.04173	0.00050	3.80323	D	2.20293
3687	2	5	2d 13:17:10.0600004196167	0d 21:08:0.00999999977648258	0.01057	0.04176	0.00050	3.80316	D	2.20293
3688	2	5	2d 13:18:10.0600004196167	0d 21:09:0.00999999977648258	0.01058	0.04179	0.00050	3.80308	D	2.20293
3689	2	5	2d 13:19:10.0600004196167	0d 21:10:0.00999999977648258	0.01058	0.04183	0.00050	3.80293	D	2.20293
3690	2	5	2d 13:20:10.0600004196167	0d 21:11:0.00999999977648258	0.01059	0.04186	0.00050	3.80262	D	2.20293
3691	2	5	2d 13:21:10.0600004196167	0d 21:12:0.00999999977648258	0.01060	0.04189	0.00050	3.80262	D	2.20293
3692	2	5	2d 13:22:10.0600004196167	0d 21:13:0.00999999977648258	0.01061	0.04192	0.00050	3.80247	D	2.20293
3693	2	5	2d 13:23:10.0600004196167	0d 21:14:0.00999999977648258	0.01062	0.04195	0.00050	3.80240	D	2.20293
3694	2	5	2d 13:24:10.0600004196167	0d 21:15:0.00999999977648258	0.01063	0.04198	0.00050	3.80232	D	2.20293
3695	2	5	2d 13:25:10.0600004196167	0d 21:16:0.00999999977648258	0.01063	0.04202	0.00050	3.80209	D	2.20293
3696	2	5	2d 13:26:10.0600004196167	0d 21:17:0.00999999977648258	0.01064	0.04205	0.00050	3.80217	D	2.20293
3697	2	5	2d 13:27:10.0600004196167	0d 21:18:0.00999999977648258	0.01065	0.04208	0.00050	3.80194	D	2.20293
3698	2	5	2d 13:28:10.0600004196167	0d 21:19:0.00999999977648258	0.01066	0.04211	0.00050	3.80186	D	2.20293
3699	2	5	2d 13:29:10.0600004196167	0d 21:20:0.00999999977648258	0.01067	0.04214	0.00050	3.80163	D	2.20293
3700	2	5	2d 13:30:10.0600004196167	0d 21:21:0.00999999977648258	0.01068	0.04217	0.00050	3.80156	D	2.20293
3701	2	5	2d 13:31:10.0600004196167	0d 21:22:0.00999999977648258	0.01068	0.04221	0.00050	3.80140	D	2.20293
3702	2	5	2d 13:32:10.0600004196167	0d 21:23:0.00999999977648258	0.01069	0.04224	0.00050	3.80125	D	2.20293
3703	2	5	2d 13:33:10.0600004196167	0d 21:24:0.00999999977648258	0.01070	0.04227	0.00050	3.80117	D	2.20293
3704	2	5	2d 13:34:10.0600004196167	0d 21:25:0.00999999977648258	0.01071	0.04230	0.00050	3.80110	D	2.20293
3705	2	5	2d 13:35:10.0600004196167	0d 21:26:0.00999999977648258	0.01072	0.04233	0.00050	3.80095	D	2.20293
3706	2	5	2d 13:36:10.0600004196167	0d 21:27:0.00999999977648258	0.01073	0.04236	0.00050	3.80079	D	2.20293
3707	2	5	2d 13:37:10.0600004196167	0d 21:28:0.00999999977648258	0.01073	0.04240	0.00050	3.80056	D	2.20293
3708	2	5	2d 13:38:10.0600004196167	0d 21:29:0.00999999977648258	0.01074	0.04243	0.00050	3.80056	D	2.20293
3709	2	5	2d 13:39:10.0600004196167	0d 21:30:0.00999999977648258	0.01075	0.04246	0.00050	3.80049	D	2.20293
3710	2	5	2d 13:40:10.0600004196167	0d 21:31:0.00999999977648258	0.01076	0.04249	0.00050	3.80049	D	2.20293
3711	2	5	2d 13:41:10.0600004196167	0d 21:32:0.00999999977648258	0.01077	0.04252	0.00050	3.80018	D	2.20293
3712	2	5	2d 13:42:10.0600004196167	0d 21:33:0.00999999977648258	0.01078	0.04255	0.00050	3.80026	D	2.20293
3713	2	5	2d 13:43:10.0600004196167	0d 21:34:0.00999999977648258	0.01078	0.04259	0.00050	3.80003	D	2.20293
3714	2	5	2d 13:44:10.0600004196167	0d 21:35:0.00999999977648258	0.01079	0.04262	0.00050	3.79988	D	2.20293
3715	2	5	2d 13:45:10.0600004196167	0d 21:36:0.00999999977648258	0.01080	0.04265	0.00050	3.79965	D	2.20293
3716	2	5	2d 13:46:10.0600004196167	0d 21:37:0.00999999977648258	0.01081	0.04268	0.00050	3.79957	D	2.20293
3717	2	5	2d 13:47:10.0600004196167	0d 21:38:0.00999999977648258	0.01082	0.04271	0.00050	3.79942	D	2.20293
3718	2	5	2d 13:48:10.0600004196167	0d 21:39:0.00999999977648258	0.01083	0.04274	0.00050	3.79934	D	2.20293
3719	2	5	2d 13:49:10.0600004196167	0d 21:40:0.00999999977648258	0.01083	0.04278	0.00050	3.79911	D	2.20293
3720	2	5	2d 13:50:10.0600004196167	0d 21:41:0.00999999977648258	0.01084	0.04281	0.00050	3.79911	D	2.20293
3721	2	5	2d 13:51:10.0600004196167	0d 21:42:0.00999999977648258	0.01085	0.04284	0.00050	3.79896	D	2.20293
3722	2	5	2d 13:52:10.0600004196167	0d 21:43:0.00999999977648258	0.01086	0.04287	0.00050	3.79896	D	2.20293
3723	2	5	2d 13:53:10.0600004196167	0d 21:44:0.00999999977648258	0.01087	0.04290	0.00050	3.79896	D	2.20293
3724	2	5	2d 13:54:10.0600004196167	0d 21:45:0.00999999977648258	0.01088	0.04293	0.00050	3.79881	D	2.20293
3725	2	5	2d 13:55:10.0600004196167	0d 21:46:0.00999999977648258	0.01088	0.04297	0.00050	3.79866	D	2.20293
3726	2	5	2d 13:56:10.0600004196167	0d 21:47:0.00999999977648258	0.01089	0.04300	0.00050	3.79850	D	2.20293
3727	2	5	2d 13:57:10.0600004196167	0d 21:48:0.00999999977648258	0.01090	0.04303	0.00050	3.79850	D	2.20293
3728	2	5	2d 13:58:10.0600004196167	0d 21:49:0.00999999977648258	0.01091	0.04306	0.00050	3.79820	D	2.20293
3729	2	5	2d 13:59:10.0600004196167	0d 21:50:0.00999999977648258	0.01092	0.04309	0.00050	3.79828	D	2.20293
3730	2	5	2d 14:00:10.0600004196167	0d 21:51:0.00999999977648258	0.01093	0.04312	0.00050	3.79812	D	2.20293
3731	2	5	2d 14:01:10.0600004196167	0d 21:52:0.00999999977648258	0.01093	0.04316	0.00050	3.79805	D	2.20293
3732	2	5	2d 14:02:10.0600004196167	0d 21:53:0.00999999977648258	0.01094	0.04319	0.00050	3.79797	D	2.20293
3733	2	5	2d 14:03:10.0600004196167	0d 21:54:0.00999999977648258	0.01095	0.04322	0.00050	3.79774	D	2.20293
3734	2	5	2d 14:04:10.0600004196167	0d 21:55:0.00999999977648258	0.01096	0.04325	0.00050	3.79774	D	2.20293
3735	2	5	2d 14:05:10.0600004196167	0d 21:56:0.00999999977648258	0.01097	0.04328	0.00050	3.79759	D	2.20293
3736	2	5	2d 14:06:10.0600004196167	0d 21:57:0.00999999977648258	0.01098	0.04331	0.00050	3.79751	D	2.20293
3737	2	5	2d 14:07:10.0600004196167	0d 21:58:0.00999999977648258	0.01098	0.04335	0.00050	3.79751	D	2.20293
3738	2	5	2d 14:08:10.0600004196167	0d 21:59:0.00999999977648258	0.01099	0.04338	0.00050	3.79721	D	2.20293
3739	2	5	2d 14:09:10.0600004196167	0d 22:00:0.00999999977648258	0.01100	0.04341	0.00050	3.79713	D	2.20293
3740	2	5	2d 14:10:10.0600004196167	0d 22:01:0.00999999977648258	0.01101	0.04344	0.00050	3.79698	D	2.20293
3741	2	5	2d 14:11:10.0600004196167	0d 22:02:0.00999999977648258	0.01102	0.04347	0.00050	3.79690	D	2.20293
3742	2	5	2d 14:12:10.0600004196167	0d 22:03:0.00999999977648258	0.01103	0.04350	0.00050	3.79675	D	2.20293
3743	2	5	2d 14:13:10.0600004196167	0d 22:04:0.00999999977648258	0.01103	0.04354	0.00050	3.79667	D	2.20293
3744	2	5	2d 14:14:10.0600004196167	0d 22:05:0.00999999977648258	0.01104	0.04357	0.00050	3.79667	D	2.20293
3745	2	5	2d 14:15:10.0600004196167	0d 22:06:0.00999999977648258	0.01105	0.04360	0.00050	3.79652	D	2.20293
3746	2	5	2d 14:16:10.0600004196167	0d 22:07:0.00999999977648258	0.01106	0.04363	0.00050	3.79644	D	2.20293
3747	2	5	2d 14:17:10.0600004196167	0d 22:08:0.00999999977648258	0.01107	0.04366	0.00050	3.79622	D	2.20293
3748	2	5	2d 14:18:10.0600004196167	0d 22:09:0.00999999977648258	0.01108	0.04369	0.00050	3.79614	D	2.20293
3749	2	5	2d 14:19:10.0600004196167	0d 22:10:0.00999999977648258	0.01108	0.04373	0.00050	3.79606	D	2.20293
3750	2	5	2d 14:20:10.0600004196167	0d 22:11:0.00999999977648258	0.01109	0.04376	0.00050	3.79599	D	2.20293
3751	2	5	2d 14:21:10.0600004196167	0d 22:12:0.00999999977648258	0.01110	0.04379	0.00050	3.79576	D	2.20293
3752	2	5	2d 14:22:10.0600004196167	0d 22:13:0.00999999977648258	0.01111	0.04382	0.00050	3.79568	D	2.20293
3753	2	5	2d 14:23:10.0600004196167	0d 22:14:0.00999999977648258	0.01112	0.04385	0.00050	3.79561	D	2.20293
3754	2	5	2d 14:24:10.0600004196167	0d 22:15:0.00999999977648258	0.01113	0.04388	0.00050	3.79553	D	2.20293
3755	2	5	2d 14:25:10.0600004196167	0d 22:16:0.00999999977648258	0.01113	0.04392	0.00050	3.79538	D	2.20293
3756	2	5	2d 14:26:10.0600004196167	0d 22:17:0.00999999977648258	0.01114	0.04395	0.00050	3.79538	D	2.20293
3757	2	5	2d 14:27:10.0600004196167	0d 22:18:0.00999999977648258	0.01115	0.04398	0.00050	3.79522	D	2.20293
3758	2	5	2d 14:28:10.0600004196167	0d 22:19:0.00999999977648258	0.01116	0.04401	0.00050	3.79492	D	2.20293
3759	2	5	2d 14:29:10.0600004196167	0d 22:20:0.00999999977648258	0.01117	0.04404	0.00050	3.79484	D	2.20293
3760	2	5	2d 14:30:10.0600004196167	0d 22:21:0.00999999977648258	0.01118	0.04407	0.00050	3.79469	D	2.20293
3761	2	5	2d 14:31:10.0600004196167	0d 22:22:0.00999999977648258	0.01118	0.04411	0.00050	3.79469	D	2.20293
3762	2	5	2d 14:32:10.0600004196167	0d 22:23:0.00999999977648258	0.01119	0.04414	0.00050	3.79454	D	2.20293
3763	2	5	2d 14:33:10.0600004196167	0d 22:24:0.00999999977648258	0.01120	0.04417	0.00050	3.79454	D	2.20293
3764	2	5	2d 14:34:10.0600004196167	0d 22:25:0.00999999977648258	0.01121	0.04420	0.00050	3.79431	D	2.20293
3765	2	5	2d 14:35:10.0600004196167	0d 22:26:0.00999999977648258	0.01122	0.04423	0.00050	3.79416	D	2.20293
3766	2	5	2d 14:36:10.0600004196167	0d 22:27:0.00999999977648258	0.01123	0.04426	0.00050	3.79416	D	2.20293
3767	2	5	2d 14:37:10.0600004196167	0d 22:28:0.00999999977648258	0.01123	0.04430	0.00050	3.79408	D	2.20293
3768	2	5	2d 14:38:10.0600004196167	0d 22:29:0.00999999977648258	0.01124	0.04433	0.00050	3.79385	D	2.20293
3769	2	5	2d 14:39:10.0600004196167	0d 22:30:0.00999999977648258	0.01125	0.04436	0.00050	3.79385	D	2.20293
3770	2	5	2d 14:40:10.0600004196167	0d 22:31:0.00999999977648258	0.01126	0.04439	0.00050	3.79377	D	2.20293
3771	2	5	2d 14:41:10.0600004196167	0d 22:32:0.00999999977648258	0.01127	0.04442	0.00050	3.79362	D	2.20293
3772	2	5	2d 14:42:10.0600004196167	0d 22:33:0.00999999977648258	0.01128	0.04445	0.00050	3.79347	D	2.20293
3773	2	5	2d 14:43:10.0600004196167	0d 22:34:0.00999999977648258	0.01128	0.04448	0.00050	3.79339	D	2.20293
3774	2	5	2d 14:44:10.0600004196167	0d 22:35:0.00999999977648258	0.01129	0.04452	0.00050	3.79324	D	2.20293
3775	2	5	2d 14:45:10.0600004196167	0d 22:36:0.00999999977648258	0.01130	0.04455	0.00050	3.79316	D	2.20293
3776	2	5	2d 14:46:10.0600004196167	0d 22:37:0.00999999977648258	0.01131	0.04458	0.00050	3.79316	D	2.20293
3777	2	5	2d 14:47:10.0600004196167	0d 22:38:0.00999999977648258	0.01132	0.04461	0.00050	3.79286	D	2.20293
3778	2	5	2d 14:48:10.0600004196167	0d 22:39:0.00999999977648258	0.01133	0.04464	0.00050	3.79286	D	2.20293
3779	2	5	2d 14:49:10.0600004196167	0d 22:40:0.00999999977648258	0.01133	0.04467	0.00050	3.79271	D	2.20293
3780	2	5	2d 14:50:10.0600004196167	0d 22:41:0.00999999977648258	0.01134	0.04471	0.00050	3.79248	D	2.20293
3781	2	5	2d 14:51:10.0600004196167	0d 22:42:0.00999999977648258	0.01135	0.04474	0.00050	3.79240	D	2.20293
3782	2	5	2d 14:52:10.0600004196167	0d 22:43:0.00999999977648258	0.01136	0.04477	0.00050	3.79232	D	2.20293
3783	2	5	2d 14:53:10.0600004196167	0d 22:44:0.00999999977648258	0.01137	0.04480	0.00050	3.79217	D	2.20293
3784	2	5	2d 14:54:10.0600004196167	0d 22:45:0.00999999977648258	0.01138	0.04483	0.00050	3.79217	D	2.20293
3785	2	5	2d 14:55:10.0600004196167	0d 22:46:0.00999999977648258	0.01138	0.04486	0.00050	3.79202	D	2.20293
3786	2	5	2d 14:56:10.0600004196167	0d 22:47:0.00999999977648258	0.01139	0.04490	0.00050	3.79194	D	2.20293
3787	2	5	2d 14:57:10.0600004196167	0d 22:48:0.00999999977648258	0.01140	0.04493	0.00050	3.79179	D	2.20293
3788	2	5	2d 14:58:10.0600004196167	0d 22:49:0.00999999977648258	0.01141	0.04496	0.00050	3.79164	D	2.20293
3789	2	5	2d 14:59:10.0600004196167	0d 22:50:0.00999999977648258	0.01142	0.04499	0.00050	3.79164	D	2.20293
3790	2	5	2d 15:00:10.0600004196167	0d 22:51:0.00999999977648258	0.01143	0.04502	0.00050	3.79141	D	2.20293
3791	2	5	2d 15:01:10.0600004196167	0d 22:52:0.00999999977648258	0.01143	0.04505	0.00050	3.79133	D	2.20293
3792	2	5	2d 15:02:10.0600004196167	0d 22:53:0.00999999977648258	0.01144	0.04509	0.00050	3.79118	D	2.20293
3793	2	5	2d 15:03:10.0600004196167	0d 22:54:0.00999999977648258	0.01145	0.04512	0.00050	3.79118	D	2.20293
3794	2	5	2d 15:04:10.0600004196167	0d 22:55:0.00999999977648258	0.01146	0.04515	0.00050	3.79103	D	2.20293
3795	2	5	2d 15:05:10.0600004196167	0d 22:56:0.00999999977648258	0.01147	0.04518	0.00050	3.79095	D	2.20293
3796	2	5	2d 15:06:10.0600004196167	0d 22:57:0.00999999977648258	0.01148	0.04521	0.00050	3.79088	D	2.20293
3797	2	5	2d 15:07:10.0600004196167	0d 22:58:0.00999999977648258	0.01148	0.04524	0.00050	3.79065	D	2.20293
3798	2	5	2d 15:08:10.0600004196167	0d 22:59:0.00999999977648258	0.01149	0.04527	0.00050	3.79049	D	2.20293
3799	2	5	2d 15:09:10.0600004196167	0d 23:00:0.00999999977648258	0.01150	0.04531	0.00050	3.79042	D	2.20293
3800	2	5	2d 15:10:10.0600004196167	0d 23:01:0.00999999977648258	0.01151	0.04534	0.00050	3.79042	D	2.20293
3801	2	5	2d 15:11:10.0600004196167	0d 23:02:0.00999999977648258	0.01152	0.04537	0.00050	3.79026	D	2.20293
3802	2	5	2d 15:12:10.0600004196167	0d 23:03:0.00999999977648258	0.01153	0.04540	0.00050	3.79019	D	2.20293
3803	2	5	2d 15:13:10.0600004196167	0d 23:04:0.00999999977648258	0.01153	0.04543	0.00050	3.78996	D	2.20293
3804	2	5	2d 15:14:10.0600004196167	0d 23:05:0.00999999977648258	0.01154	0.04546	0.00050	3.78981	D	2.20293
3805	2	5	2d 15:15:10.0600004196167	0d 23:06:0.00999999977648258	0.01155	0.04550	0.00050	3.78988	D	2.20293
3806	2	5	2d 15:16:10.0600004196167	0d 23:07:0.00999999977648258	0.01156	0.04553	0.00050	3.78973	D	2.20293
3807	2	5	2d 15:17:10.0600004196167	0d 23:08:0.00999999977648258	0.01157	0.04556	0.00050	3.78958	D	2.20293
3808	2	5	2d 15:18:10.0600004196167	0d 23:09:0.00999999977648258	0.01158	0.04559	0.00050	3.78950	D	2.20293
3809	2	5	2d 15:19:10.0600004196167	0d 23:10:0.00999999977648258	0.01158	0.04562	0.00050	3.78935	D	2.20293
3810	2	5	2d 15:20:10.0600004196167	0d 23:11:0.00999999977648258	0.01159	0.04565	0.00050	3.78920	D	2.20293
3811	2	5	2d 15:21:10.0600004196167	0d 23:12:0.00999999977648258	0.01160	0.04569	0.00050	3.78912	D	2.20293
3812	2	5	2d 15:22:10.0600004196167	0d 23:13:0.00999999977648258	0.01161	0.04572	0.00050	3.78912	D	2.20293
3813	2	5	2d 15:23:10.0600004196167	0d 23:14:0.00999999977648258	0.01162	0.04575	0.00050	3.78897	D	2.20293
3814	2	5	2d 15:24:10.0600004196167	0d 23:15:0.00999999977648258	0.01163	0.04578	0.00050	3.78889	D	2.20293
3815	2	5	2d 15:25:10.0600004196167	0d 23:16:0.00999999977648258	0.01163	0.04581	0.00050	3.78874	D	2.20293
3816	2	5	2d 15:26:10.0600004196167	0d 23:17:0.00999999977648258	0.01164	0.04584	0.00050	3.78874	D	2.20293
